user_id,action_type,action_id,server_response,timestamp
2,create_message,4221,success,2023-01-01 00:00:00
6,registration,,success,2023-01-02 00:00:00
7,registration,,success,2023-01-02 00:00:00
8,registration,,success,2023-01-02 00:00:00
9,registration,,success,2023-01-02 00:00:00
10,registration,,success,2023-01-02 00:00:00
,first_visit,,success,2023-01-02 00:00:00
,first_visit,,success,2023-01-02 00:00:00
,first_visit,,success,2023-01-02 00:00:00
,first_visit,,success,2023-01-02 00:00:00
,first_visit,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
1,login,,success,2023-01-02 00:00:00
3,login,,success,2023-01-02 00:00:00
4,login,,success,2023-01-02 00:00:00
1,login,,success,2023-01-02 00:00:00
2,login,,success,2023-01-02 00:00:00
1,logout,,success,2023-01-02 00:00:00
4,logout,,success,2023-01-02 00:00:00
1,logout,,success,2023-01-02 00:00:00
2,logout,,success,2023-01-02 00:00:00
2,logout,,success,2023-01-02 00:00:00
,create_topic,7850,error,2023-01-02 00:00:00
10,create_topic,1070,success,2023-01-02 00:00:00
,create_topic,4970,error,2023-01-02 00:00:00
,create_topic,5228,error,2023-01-02 00:00:00
6,create_topic,1614,success,2023-01-02 00:00:00
6,create_topic,1469,success,2023-01-02 00:00:00
3,create_topic,4585,success,2023-01-02 00:00:00
,view_topic,,success,2023-01-02 00:00:00
,view_topic,,success,2023-01-02 00:00:00
,view_topic,,success,2023-01-02 00:00:00
,view_topic,,success,2023-01-02 00:00:00
,view_topic,,success,2023-01-02 00:00:00
3,delete_topic,,success,2023-01-02 00:00:00
6,delete_topic,,success,2023-01-02 00:00:00
8,delete_topic,,success,2023-01-02 00:00:00
7,delete_topic,,success,2023-01-02 00:00:00
7,delete_topic,,success,2023-01-02 00:00:00
6,create_message,6705,success,2023-01-02 00:00:00
,create_message,5314,success,2023-01-02 00:00:00
,create_message,8069,success,2023-01-02 00:00:00
8,create_message,9748,success,2023-01-02 00:00:00
8,create_message,2832,success,2023-01-02 00:00:00
11,registration,,success,2023-01-03 00:00:00
12,registration,,success,2023-01-03 00:00:00
13,registration,,success,2023-01-03 00:00:00
14,registration,,success,2023-01-03 00:00:00
15,registration,,success,2023-01-03 00:00:00
,first_visit,,success,2023-01-03 00:00:00
,first_visit,,success,2023-01-03 00:00:00
,first_visit,,success,2023-01-03 00:00:00
,first_visit,,success,2023-01-03 00:00:00
,first_visit,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
12,login,,success,2023-01-03 00:00:00
1,login,,success,2023-01-03 00:00:00
12,login,,success,2023-01-03 00:00:00
8,login,,success,2023-01-03 00:00:00
14,login,,success,2023-01-03 00:00:00
12,logout,,success,2023-01-03 00:00:00
13,logout,,success,2023-01-03 00:00:00
13,logout,,success,2023-01-03 00:00:00
10,logout,,success,2023-01-03 00:00:00
5,logout,,success,2023-01-03 00:00:00
,create_topic,5977,error,2023-01-03 00:00:00
,create_topic,2947,error,2023-01-03 00:00:00
2,create_topic,2376,success,2023-01-03 00:00:00
,create_topic,7691,error,2023-01-03 00:00:00
,create_topic,6101,error,2023-01-03 00:00:00
,create_topic,7820,error,2023-01-03 00:00:00
,create_topic,4724,error,2023-01-03 00:00:00
,view_topic,,success,2023-01-03 00:00:00
,view_topic,,success,2023-01-03 00:00:00
,view_topic,,success,2023-01-03 00:00:00
,view_topic,,success,2023-01-03 00:00:00
,view_topic,,success,2023-01-03 00:00:00
10,delete_topic,,success,2023-01-03 00:00:00
5,delete_topic,,success,2023-01-03 00:00:00
7,delete_topic,,success,2023-01-03 00:00:00
14,delete_topic,,success,2023-01-03 00:00:00
2,delete_topic,,success,2023-01-03 00:00:00
3,create_message,9843,success,2023-01-03 00:00:00
,create_message,5590,success,2023-01-03 00:00:00
,create_message,5999,success,2023-01-03 00:00:00
,create_message,3264,success,2023-01-03 00:00:00
15,create_message,9743,success,2023-01-03 00:00:00
16,registration,,success,2023-01-04 00:00:00
17,registration,,success,2023-01-04 00:00:00
18,registration,,success,2023-01-04 00:00:00
19,registration,,success,2023-01-04 00:00:00
20,registration,,success,2023-01-04 00:00:00
,first_visit,,success,2023-01-04 00:00:00
,first_visit,,success,2023-01-04 00:00:00
,first_visit,,success,2023-01-04 00:00:00
,first_visit,,success,2023-01-04 00:00:00
,first_visit,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
5,login,,success,2023-01-04 00:00:00
13,login,,success,2023-01-04 00:00:00
16,login,,success,2023-01-04 00:00:00
4,login,,success,2023-01-04 00:00:00
12,login,,success,2023-01-04 00:00:00
3,logout,,success,2023-01-04 00:00:00
19,logout,,success,2023-01-04 00:00:00
10,logout,,success,2023-01-04 00:00:00
4,logout,,success,2023-01-04 00:00:00
15,logout,,success,2023-01-04 00:00:00
,create_topic,5192,error,2023-01-04 00:00:00
,create_topic,8141,error,2023-01-04 00:00:00
2,create_topic,3313,success,2023-01-04 00:00:00
13,create_topic,1420,success,2023-01-04 00:00:00
,create_topic,3934,error,2023-01-04 00:00:00
4,create_topic,1436,success,2023-01-04 00:00:00
,create_topic,5637,error,2023-01-04 00:00:00
,view_topic,,success,2023-01-04 00:00:00
,view_topic,,success,2023-01-04 00:00:00
,view_topic,,success,2023-01-04 00:00:00
,view_topic,,success,2023-01-04 00:00:00
,view_topic,,success,2023-01-04 00:00:00
15,delete_topic,,success,2023-01-04 00:00:00
15,delete_topic,,success,2023-01-04 00:00:00
13,delete_topic,,success,2023-01-04 00:00:00
12,delete_topic,,success,2023-01-04 00:00:00
20,delete_topic,,success,2023-01-04 00:00:00
,create_message,4919,success,2023-01-04 00:00:00
,create_message,9260,success,2023-01-04 00:00:00
15,create_message,6069,success,2023-01-04 00:00:00
,create_message,5009,success,2023-01-04 00:00:00
16,create_message,3757,success,2023-01-04 00:00:00
21,registration,,success,2023-01-05 00:00:00
22,registration,,success,2023-01-05 00:00:00
23,registration,,success,2023-01-05 00:00:00
24,registration,,success,2023-01-05 00:00:00
25,registration,,success,2023-01-05 00:00:00
,first_visit,,success,2023-01-05 00:00:00
,first_visit,,success,2023-01-05 00:00:00
,first_visit,,success,2023-01-05 00:00:00
,first_visit,,success,2023-01-05 00:00:00
,first_visit,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
4,login,,success,2023-01-05 00:00:00
3,login,,success,2023-01-05 00:00:00
24,login,,success,2023-01-05 00:00:00
4,login,,success,2023-01-05 00:00:00
21,login,,success,2023-01-05 00:00:00
1,logout,,success,2023-01-05 00:00:00
3,logout,,success,2023-01-05 00:00:00
2,logout,,success,2023-01-05 00:00:00
6,logout,,success,2023-01-05 00:00:00
22,logout,,success,2023-01-05 00:00:00
4,create_topic,3526,success,2023-01-05 00:00:00
,create_topic,6466,error,2023-01-05 00:00:00
6,create_topic,8653,success,2023-01-05 00:00:00
,create_topic,4131,error,2023-01-05 00:00:00
,create_topic,8451,error,2023-01-05 00:00:00
6,create_topic,1274,success,2023-01-05 00:00:00
13,create_topic,3685,success,2023-01-05 00:00:00
,view_topic,,success,2023-01-05 00:00:00
,view_topic,,success,2023-01-05 00:00:00
,view_topic,,success,2023-01-05 00:00:00
,view_topic,,success,2023-01-05 00:00:00
,view_topic,,success,2023-01-05 00:00:00
3,delete_topic,,success,2023-01-05 00:00:00
6,delete_topic,,success,2023-01-05 00:00:00
2,delete_topic,,success,2023-01-05 00:00:00
13,delete_topic,,success,2023-01-05 00:00:00
14,delete_topic,,success,2023-01-05 00:00:00
16,create_message,2502,success,2023-01-05 00:00:00
,create_message,6490,success,2023-01-05 00:00:00
23,create_message,6527,success,2023-01-05 00:00:00
17,create_message,4043,success,2023-01-05 00:00:00
15,create_message,3299,success,2023-01-05 00:00:00
26,registration,,success,2023-01-06 00:00:00
27,registration,,success,2023-01-06 00:00:00
28,registration,,success,2023-01-06 00:00:00
29,registration,,success,2023-01-06 00:00:00
30,registration,,success,2023-01-06 00:00:00
,first_visit,,success,2023-01-06 00:00:00
,first_visit,,success,2023-01-06 00:00:00
,first_visit,,success,2023-01-06 00:00:00
,first_visit,,success,2023-01-06 00:00:00
,first_visit,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
7,login,,success,2023-01-06 00:00:00
22,login,,success,2023-01-06 00:00:00
19,login,,success,2023-01-06 00:00:00
9,login,,success,2023-01-06 00:00:00
28,login,,success,2023-01-06 00:00:00
11,logout,,success,2023-01-06 00:00:00
17,logout,,success,2023-01-06 00:00:00
29,logout,,success,2023-01-06 00:00:00
14,logout,,success,2023-01-06 00:00:00
12,logout,,success,2023-01-06 00:00:00
28,create_topic,3400,success,2023-01-06 00:00:00
,create_topic,2861,error,2023-01-06 00:00:00
,create_topic,9121,error,2023-01-06 00:00:00
21,create_topic,6579,success,2023-01-06 00:00:00
4,create_topic,1880,success,2023-01-06 00:00:00
2,create_topic,5437,success,2023-01-06 00:00:00
20,create_topic,7802,success,2023-01-06 00:00:00
,view_topic,,success,2023-01-06 00:00:00
,view_topic,,success,2023-01-06 00:00:00
,view_topic,,success,2023-01-06 00:00:00
,view_topic,,success,2023-01-06 00:00:00
,view_topic,,success,2023-01-06 00:00:00
28,delete_topic,,success,2023-01-06 00:00:00
12,delete_topic,,success,2023-01-06 00:00:00
8,delete_topic,,success,2023-01-06 00:00:00
21,delete_topic,,success,2023-01-06 00:00:00
4,delete_topic,,success,2023-01-06 00:00:00
,create_message,1467,success,2023-01-06 00:00:00
5,create_message,9887,success,2023-01-06 00:00:00
,create_message,7361,success,2023-01-06 00:00:00
,create_message,4312,success,2023-01-06 00:00:00
2,create_message,6754,success,2023-01-06 00:00:00
31,registration,,success,2023-01-07 00:00:00
32,registration,,success,2023-01-07 00:00:00
33,registration,,success,2023-01-07 00:00:00
34,registration,,success,2023-01-07 00:00:00
35,registration,,success,2023-01-07 00:00:00
,first_visit,,success,2023-01-07 00:00:00
,first_visit,,success,2023-01-07 00:00:00
,first_visit,,success,2023-01-07 00:00:00
,first_visit,,success,2023-01-07 00:00:00
,first_visit,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
27,login,,success,2023-01-07 00:00:00
26,login,,success,2023-01-07 00:00:00
13,login,,success,2023-01-07 00:00:00
8,login,,success,2023-01-07 00:00:00
2,login,,success,2023-01-07 00:00:00
34,logout,,success,2023-01-07 00:00:00
23,logout,,success,2023-01-07 00:00:00
21,logout,,success,2023-01-07 00:00:00
12,logout,,success,2023-01-07 00:00:00
7,logout,,success,2023-01-07 00:00:00
,create_topic,3000,error,2023-01-07 00:00:00
32,create_topic,6522,success,2023-01-07 00:00:00
,create_topic,9120,error,2023-01-07 00:00:00
,create_topic,6913,error,2023-01-07 00:00:00
,create_topic,5499,error,2023-01-07 00:00:00
24,create_topic,4346,success,2023-01-07 00:00:00
,create_topic,4254,error,2023-01-07 00:00:00
,view_topic,,success,2023-01-07 00:00:00
,view_topic,,success,2023-01-07 00:00:00
,view_topic,,success,2023-01-07 00:00:00
,view_topic,,success,2023-01-07 00:00:00
,view_topic,,success,2023-01-07 00:00:00
3,delete_topic,,success,2023-01-07 00:00:00
8,delete_topic,,success,2023-01-07 00:00:00
12,delete_topic,,success,2023-01-07 00:00:00
6,delete_topic,,success,2023-01-07 00:00:00
14,delete_topic,,success,2023-01-07 00:00:00
9,create_message,6106,success,2023-01-07 00:00:00
30,create_message,9455,success,2023-01-07 00:00:00
,create_message,2107,success,2023-01-07 00:00:00
,create_message,5966,success,2023-01-07 00:00:00
,create_message,6970,success,2023-01-07 00:00:00
36,registration,,success,2023-01-08 00:00:00
37,registration,,success,2023-01-08 00:00:00
38,registration,,success,2023-01-08 00:00:00
39,registration,,success,2023-01-08 00:00:00
40,registration,,success,2023-01-08 00:00:00
,first_visit,,success,2023-01-08 00:00:00
,first_visit,,success,2023-01-08 00:00:00
,first_visit,,success,2023-01-08 00:00:00
,first_visit,,success,2023-01-08 00:00:00
,first_visit,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
19,login,,success,2023-01-08 00:00:00
32,login,,success,2023-01-08 00:00:00
20,login,,success,2023-01-08 00:00:00
19,login,,success,2023-01-08 00:00:00
2,login,,success,2023-01-08 00:00:00
5,logout,,success,2023-01-08 00:00:00
28,logout,,success,2023-01-08 00:00:00
15,logout,,success,2023-01-08 00:00:00
13,logout,,success,2023-01-08 00:00:00
17,logout,,success,2023-01-08 00:00:00
,create_topic,7082,error,2023-01-08 00:00:00
35,create_topic,8315,success,2023-01-08 00:00:00
,create_topic,3972,error,2023-01-08 00:00:00
,create_topic,5113,error,2023-01-08 00:00:00
,create_topic,8722,error,2023-01-08 00:00:00
20,create_topic,4538,success,2023-01-08 00:00:00
,create_topic,9128,error,2023-01-08 00:00:00
,view_topic,,success,2023-01-08 00:00:00
,view_topic,,success,2023-01-08 00:00:00
,view_topic,,success,2023-01-08 00:00:00
,view_topic,,success,2023-01-08 00:00:00
,view_topic,,success,2023-01-08 00:00:00
32,delete_topic,,success,2023-01-08 00:00:00
2,delete_topic,,success,2023-01-08 00:00:00
17,delete_topic,,success,2023-01-08 00:00:00
35,delete_topic,,success,2023-01-08 00:00:00
36,delete_topic,,success,2023-01-08 00:00:00
27,create_message,3768,success,2023-01-08 00:00:00
,create_message,3178,success,2023-01-08 00:00:00
3,create_message,5823,success,2023-01-08 00:00:00
1,create_message,6054,success,2023-01-08 00:00:00
5,create_message,8977,success,2023-01-08 00:00:00
41,registration,,success,2023-01-09 00:00:00
42,registration,,success,2023-01-09 00:00:00
43,registration,,success,2023-01-09 00:00:00
44,registration,,success,2023-01-09 00:00:00
45,registration,,success,2023-01-09 00:00:00
,first_visit,,success,2023-01-09 00:00:00
,first_visit,,success,2023-01-09 00:00:00
,first_visit,,success,2023-01-09 00:00:00
,first_visit,,success,2023-01-09 00:00:00
,first_visit,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
18,login,,success,2023-01-09 00:00:00
36,login,,success,2023-01-09 00:00:00
21,login,,success,2023-01-09 00:00:00
14,login,,success,2023-01-09 00:00:00
17,login,,success,2023-01-09 00:00:00
14,logout,,success,2023-01-09 00:00:00
7,logout,,success,2023-01-09 00:00:00
19,logout,,success,2023-01-09 00:00:00
31,logout,,success,2023-01-09 00:00:00
12,logout,,success,2023-01-09 00:00:00
19,create_topic,4052,success,2023-01-09 00:00:00
41,create_topic,9119,success,2023-01-09 00:00:00
,create_topic,2709,error,2023-01-09 00:00:00
37,create_topic,3112,success,2023-01-09 00:00:00
,create_topic,9321,error,2023-01-09 00:00:00
14,create_topic,7346,success,2023-01-09 00:00:00
,create_topic,9325,error,2023-01-09 00:00:00
,view_topic,,success,2023-01-09 00:00:00
,view_topic,,success,2023-01-09 00:00:00
,view_topic,,success,2023-01-09 00:00:00
,view_topic,,success,2023-01-09 00:00:00
,view_topic,,success,2023-01-09 00:00:00
12,delete_topic,,success,2023-01-09 00:00:00
27,delete_topic,,success,2023-01-09 00:00:00
29,delete_topic,,success,2023-01-09 00:00:00
15,delete_topic,,success,2023-01-09 00:00:00
18,delete_topic,,success,2023-01-09 00:00:00
35,create_message,5638,success,2023-01-09 00:00:00
3,create_message,2243,success,2023-01-09 00:00:00
12,create_message,9937,success,2023-01-09 00:00:00
41,create_message,7213,success,2023-01-09 00:00:00
28,create_message,3912,success,2023-01-09 00:00:00
46,registration,,success,2023-01-10 00:00:00
47,registration,,success,2023-01-10 00:00:00
48,registration,,success,2023-01-10 00:00:00
49,registration,,success,2023-01-10 00:00:00
50,registration,,success,2023-01-10 00:00:00
,first_visit,,success,2023-01-10 00:00:00
,first_visit,,success,2023-01-10 00:00:00
,first_visit,,success,2023-01-10 00:00:00
,first_visit,,success,2023-01-10 00:00:00
,first_visit,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
11,login,,success,2023-01-10 00:00:00
27,login,,success,2023-01-10 00:00:00
4,login,,success,2023-01-10 00:00:00
14,login,,success,2023-01-10 00:00:00
24,login,,success,2023-01-10 00:00:00
27,logout,,success,2023-01-10 00:00:00
37,logout,,success,2023-01-10 00:00:00
46,logout,,success,2023-01-10 00:00:00
27,logout,,success,2023-01-10 00:00:00
22,logout,,success,2023-01-10 00:00:00
,create_topic,9663,error,2023-01-10 00:00:00
,create_topic,2725,error,2023-01-10 00:00:00
1,create_topic,9623,success,2023-01-10 00:00:00
19,create_topic,1312,success,2023-01-10 00:00:00
9,create_topic,3633,success,2023-01-10 00:00:00
,create_topic,5076,error,2023-01-10 00:00:00
,create_topic,9654,error,2023-01-10 00:00:00
,view_topic,,success,2023-01-10 00:00:00
,view_topic,,success,2023-01-10 00:00:00
,view_topic,,success,2023-01-10 00:00:00
,view_topic,,success,2023-01-10 00:00:00
,view_topic,,success,2023-01-10 00:00:00
34,delete_topic,,success,2023-01-10 00:00:00
46,delete_topic,,success,2023-01-10 00:00:00
37,delete_topic,,success,2023-01-10 00:00:00
9,delete_topic,,success,2023-01-10 00:00:00
13,delete_topic,,success,2023-01-10 00:00:00
,create_message,2138,success,2023-01-10 00:00:00
19,create_message,2007,success,2023-01-10 00:00:00
18,create_message,7826,success,2023-01-10 00:00:00
,create_message,8427,success,2023-01-10 00:00:00
20,create_message,7444,success,2023-01-10 00:00:00
51,registration,,success,2023-01-11 00:00:00
52,registration,,success,2023-01-11 00:00:00
53,registration,,success,2023-01-11 00:00:00
54,registration,,success,2023-01-11 00:00:00
55,registration,,success,2023-01-11 00:00:00
,first_visit,,success,2023-01-11 00:00:00
,first_visit,,success,2023-01-11 00:00:00
,first_visit,,success,2023-01-11 00:00:00
,first_visit,,success,2023-01-11 00:00:00
,first_visit,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
30,login,,success,2023-01-11 00:00:00
20,login,,success,2023-01-11 00:00:00
46,login,,success,2023-01-11 00:00:00
6,login,,success,2023-01-11 00:00:00
55,login,,success,2023-01-11 00:00:00
51,logout,,success,2023-01-11 00:00:00
42,logout,,success,2023-01-11 00:00:00
46,logout,,success,2023-01-11 00:00:00
3,logout,,success,2023-01-11 00:00:00
7,logout,,success,2023-01-11 00:00:00
19,create_topic,6430,success,2023-01-11 00:00:00
,create_topic,6675,error,2023-01-11 00:00:00
27,create_topic,6839,success,2023-01-11 00:00:00
1,create_topic,2876,success,2023-01-11 00:00:00
41,create_topic,5177,success,2023-01-11 00:00:00
35,create_topic,8398,success,2023-01-11 00:00:00
37,create_topic,8759,success,2023-01-11 00:00:00
,view_topic,,success,2023-01-11 00:00:00
,view_topic,,success,2023-01-11 00:00:00
,view_topic,,success,2023-01-11 00:00:00
,view_topic,,success,2023-01-11 00:00:00
,view_topic,,success,2023-01-11 00:00:00
45,delete_topic,,success,2023-01-11 00:00:00
20,delete_topic,,success,2023-01-11 00:00:00
12,delete_topic,,success,2023-01-11 00:00:00
25,delete_topic,,success,2023-01-11 00:00:00
26,delete_topic,,success,2023-01-11 00:00:00
6,create_message,6686,success,2023-01-11 00:00:00
,create_message,4265,success,2023-01-11 00:00:00
,create_message,9090,success,2023-01-11 00:00:00
3,create_message,5204,success,2023-01-11 00:00:00
26,create_message,6419,success,2023-01-11 00:00:00
56,registration,,success,2023-01-12 00:00:00
57,registration,,success,2023-01-12 00:00:00
58,registration,,success,2023-01-12 00:00:00
59,registration,,success,2023-01-12 00:00:00
60,registration,,success,2023-01-12 00:00:00
,first_visit,,success,2023-01-12 00:00:00
,first_visit,,success,2023-01-12 00:00:00
,first_visit,,success,2023-01-12 00:00:00
,first_visit,,success,2023-01-12 00:00:00
,first_visit,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
16,login,,success,2023-01-12 00:00:00
11,login,,success,2023-01-12 00:00:00
15,login,,success,2023-01-12 00:00:00
58,login,,success,2023-01-12 00:00:00
15,login,,success,2023-01-12 00:00:00
43,logout,,success,2023-01-12 00:00:00
57,logout,,success,2023-01-12 00:00:00
14,logout,,success,2023-01-12 00:00:00
32,logout,,success,2023-01-12 00:00:00
43,logout,,success,2023-01-12 00:00:00
,create_topic,2009,error,2023-01-12 00:00:00
25,create_topic,9109,success,2023-01-12 00:00:00
2,create_topic,2157,success,2023-01-12 00:00:00
,create_topic,8936,error,2023-01-12 00:00:00
,create_topic,7529,error,2023-01-12 00:00:00
,create_topic,2336,error,2023-01-12 00:00:00
,create_topic,7706,error,2023-01-12 00:00:00
,view_topic,,success,2023-01-12 00:00:00
,view_topic,,success,2023-01-12 00:00:00
,view_topic,,success,2023-01-12 00:00:00
,view_topic,,success,2023-01-12 00:00:00
,view_topic,,success,2023-01-12 00:00:00
31,delete_topic,,success,2023-01-12 00:00:00
32,delete_topic,,success,2023-01-12 00:00:00
17,delete_topic,,success,2023-01-12 00:00:00
2,delete_topic,,success,2023-01-12 00:00:00
14,delete_topic,,success,2023-01-12 00:00:00
,create_message,2903,success,2023-01-12 00:00:00
10,create_message,6008,success,2023-01-12 00:00:00
38,create_message,6458,success,2023-01-12 00:00:00
,create_message,6924,success,2023-01-12 00:00:00
,create_message,8063,success,2023-01-12 00:00:00
61,registration,,success,2023-01-13 00:00:00
62,registration,,success,2023-01-13 00:00:00
63,registration,,success,2023-01-13 00:00:00
64,registration,,success,2023-01-13 00:00:00
65,registration,,success,2023-01-13 00:00:00
,first_visit,,success,2023-01-13 00:00:00
,first_visit,,success,2023-01-13 00:00:00
,first_visit,,success,2023-01-13 00:00:00
,first_visit,,success,2023-01-13 00:00:00
,first_visit,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
65,login,,success,2023-01-13 00:00:00
49,login,,success,2023-01-13 00:00:00
5,login,,success,2023-01-13 00:00:00
3,login,,success,2023-01-13 00:00:00
14,login,,success,2023-01-13 00:00:00
63,logout,,success,2023-01-13 00:00:00
10,logout,,success,2023-01-13 00:00:00
46,logout,,success,2023-01-13 00:00:00
2,logout,,success,2023-01-13 00:00:00
43,logout,,success,2023-01-13 00:00:00
,create_topic,5825,error,2023-01-13 00:00:00
,create_topic,8937,error,2023-01-13 00:00:00
48,create_topic,8301,success,2023-01-13 00:00:00
,create_topic,4582,error,2023-01-13 00:00:00
43,create_topic,2547,success,2023-01-13 00:00:00
56,create_topic,8594,success,2023-01-13 00:00:00
1,create_topic,8943,success,2023-01-13 00:00:00
,view_topic,,success,2023-01-13 00:00:00
,view_topic,,success,2023-01-13 00:00:00
,view_topic,,success,2023-01-13 00:00:00
,view_topic,,success,2023-01-13 00:00:00
,view_topic,,success,2023-01-13 00:00:00
29,delete_topic,,success,2023-01-13 00:00:00
48,delete_topic,,success,2023-01-13 00:00:00
54,delete_topic,,success,2023-01-13 00:00:00
62,delete_topic,,success,2023-01-13 00:00:00
29,delete_topic,,success,2023-01-13 00:00:00
,create_message,3333,success,2023-01-13 00:00:00
34,create_message,9956,success,2023-01-13 00:00:00
,create_message,3016,success,2023-01-13 00:00:00
,create_message,6666,success,2023-01-13 00:00:00
,create_message,9039,success,2023-01-13 00:00:00
66,registration,,success,2023-01-14 00:00:00
67,registration,,success,2023-01-14 00:00:00
68,registration,,success,2023-01-14 00:00:00
69,registration,,success,2023-01-14 00:00:00
70,registration,,success,2023-01-14 00:00:00
,first_visit,,success,2023-01-14 00:00:00
,first_visit,,success,2023-01-14 00:00:00
,first_visit,,success,2023-01-14 00:00:00
,first_visit,,success,2023-01-14 00:00:00
,first_visit,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
37,login,,success,2023-01-14 00:00:00
40,login,,success,2023-01-14 00:00:00
17,login,,success,2023-01-14 00:00:00
25,login,,success,2023-01-14 00:00:00
6,login,,success,2023-01-14 00:00:00
45,logout,,success,2023-01-14 00:00:00
