user_id,username,action_type,response_code,duration_min
29,"nicolesullivan",delete_topic,success,4320
15,"steven69",delete_topic,success,8640
18,"margaret49",delete_topic,success,7200
35,"qrodriguez",create_message,success,2880
3,"dunnbrittany",create_message,success,11520
12,"martinezapril",create_message,success,8640
41,"francisvaldez",create_message,success,0
28,"lreynolds",create_message,success,4320
46,"fowlerpaul",registration,success,0
47,"curtisjoseph",registration,success,0
48,"dwaynepena",registration,success,0
49,"kmosley",registration,success,0
50,"susanlopez",registration,success,0
11,"amy54",login,success,10080
27,"harperbarry",login,success,5760
4,"xallen",login,success,12960
14,"martinbailey",login,success,10080
24,"morseanita",login,success,7200
27,"harperbarry",logout,success,5760
37,"michelecruz",logout,success,2880
46,"fowlerpaul",logout,success,0
27,"harperbarry",logout,success,5760
22,"ramosbarbara",logout,success,7200
1,"edwardspaul",create_topic,success,12960
19,"vsilva",create_topic,success,8640
9,"uwillis",create_topic,success,11520
34,"saralopez",delete_topic,success,4320
46,"fowlerpaul",delete_topic,success,0
37,"michelecruz",delete_topic,success,2880
9,"uwillis",delete_topic,success,11520
13,"martineznicholas",delete_topic,success,10080
19,"vsilva",create_message,success,8640
18,"margaret49",create_message,success,8640
20,"uharrington",create_message,success,8640
51,"joelrosario",registration,success,0
52,"jenniferhall",registration,success,0
53,"jessica89",registration,success,0
54,"hflores",registration,success,0
55,"carrie56",registration,success,0
30,"ysoto",login,success,7200
20,"uharrington",login,success,10080
46,"fowlerpaul",login,success,1440
6,"melissa61",login,success,12960
55,"carrie56",login,success,0
51,"joelrosario",logout,success,0
42,"gmunoz",logout,success,2880
46,"fowlerpaul",logout,success,1440
3,"dunnbrittany",logout,success,14400
7,"kdavenport",logout,success,12960
19,"vsilva",create_topic,success,10080
27,"harperbarry",create_topic,success,7200
1,"edwardspaul",create_topic,success,14400
41,"francisvaldez",create_topic,success,2880
35,"qrodriguez",create_topic,success,5760
37,"michelecruz",create_topic,success,4320
45,"crawfordbrianna",delete_topic,success,2880
20,"uharrington",delete_topic,success,10080
12,"martinezapril",delete_topic,success,11520
25,"james97",delete_topic,success,8640
26,"williamsjason",delete_topic,success,7200
6,"melissa61",create_message,success,12960
3,"dunnbrittany",create_message,success,14400
26,"williamsjason",create_message,success,7200
56,"thomasdebra",registration,success,0
57,"hendrickskristen",registration,success,0
58,"wallaceanthony",registration,success,0
59,"hernandezethan",registration,success,0
60,"madison28",registration,success,0
16,"qwood",login,success,11520
11,"amy54",login,success,12960
15,"steven69",login,success,12960
58,"wallaceanthony",login,success,0
15,"steven69",login,success,12960
43,"mitchellsandra",logout,success,4320
57,"hendrickskristen",logout,success,0
14,"martinbailey",logout,success,12960
32,"robert01",logout,success,7200
43,"mitchellsandra",logout,success,4320
25,"james97",create_topic,success,10080
2,"meghanclark",create_topic,success,15840
31,"tuckercrystal",delete_topic,success,7200
32,"robert01",delete_topic,success,7200
17,"christopherbradley",delete_topic,success,11520
2,"meghanclark",delete_topic,success,15840
14,"martinbailey",delete_topic,success,12960
10,"whitejuan",create_message,success,14400
38,"ashleyhill",create_message,success,5760
61,"garciakatelyn",registration,success,0
62,"morrisdanielle",registration,success,0
63,"dillonjoshua",registration,success,0
64,"andersonbryan",registration,success,0
65,"zmartin",registration,success,0
65,"zmartin",login,success,0
49,"kmosley",login,success,4320
5,"ffigueroa",login,success,17280
3,"dunnbrittany",login,success,17280
14,"martinbailey",login,success,14400
63,"dillonjoshua",logout,success,0
10,"whitejuan",logout,success,15840
46,"fowlerpaul",logout,success,4320
2,"meghanclark",logout,success,17280
43,"mitchellsandra",logout,success,5760
48,"dwaynepena",create_topic,success,4320
43,"mitchellsandra",create_topic,success,5760
56,"thomasdebra",create_topic,success,1440
1,"edwardspaul",create_topic,success,17280
29,"nicolesullivan",delete_topic,success,10080
48,"dwaynepena",delete_topic,success,4320
54,"hflores",delete_topic,success,2880
62,"morrisdanielle",delete_topic,success,0
29,"nicolesullivan",delete_topic,success,10080
34,"saralopez",create_message,success,8640
66,"hollylewis",registration,success,0
67,"ldorsey",registration,success,0
68,"angela45",registration,success,0
69,"hernandezdonna",registration,success,0
70,"pwhite",registration,success,0
37,"michelecruz",login,success,8640
40,"laurenbrown",login,success,8640
17,"christopherbradley",login,success,14400
25,"james97",login,success,12960
6,"melissa61",login,success,17280
45,"crawfordbrianna",logout,success,7200
32,"robert01",logout,success,10080
32,"robert01",logout,success,10080
35,"qrodriguez",logout,success,10080
36,"dennisbullock",logout,success,8640
33,"john22",create_topic,success,10080
11,"amy54",delete_topic,success,15840
30,"ysoto",delete_topic,success,11520
52,"jenniferhall",delete_topic,success,4320
14,"martinbailey",delete_topic,success,15840
9,"uwillis",delete_topic,success,17280
3,"dunnbrittany",create_message,success,18720
71,"garciajessica",registration,success,0
72,"smithanne",registration,success,0
73,"bartletttraci",registration,success,0
74,"preynolds",registration,success,0
75,"hutchinsonlaura",registration,success,0
66,"hollylewis",login,success,1440
46,"fowlerpaul",login,success,7200
42,"gmunoz",login,success,8640
64,"andersonbryan",login,success,2880
63,"dillonjoshua",login,success,2880
57,"hendrickskristen",logout,success,4320
28,"lreynolds",logout,success,12960
55,"carrie56",logout,success,5760
32,"robert01",logout,success,11520
19,"vsilva",logout,success,15840
32,"robert01",create_topic,success,11520
27,"harperbarry",create_topic,success,12960
40,"laurenbrown",create_topic,success,10080
48,"dwaynepena",create_topic,success,7200
25,"james97",create_topic,success,14400
61,"garciakatelyn",delete_topic,success,2880
28,"lreynolds",delete_topic,success,12960
52,"jenniferhall",delete_topic,success,5760
6,"melissa61",delete_topic,success,18720
15,"steven69",delete_topic,success,17280
47,"curtisjoseph",create_message,success,7200
55,"carrie56",create_message,success,5760
38,"ashleyhill",create_message,success,10080
76,"elizabeth13",registration,success,0
77,"garciachris",registration,success,0
78,"dwaynehaynes",registration,success,0
79,"crystal23",registration,success,0
80,"hartfrank",registration,success,0
44,"aaronlopez",login,success,10080
58,"wallaceanthony",login,success,5760
80,"hartfrank",login,success,0
68,"angela45",login,success,2880
2,"meghanclark",login,success,21600
11,"amy54",logout,success,18720
51,"joelrosario",logout,success,7200
8,"cookstephen",logout,success,20160
39,"tsimmons",logout,success,11520
33,"john22",logout,success,12960
16,"qwood",create_topic,success,17280
4,"xallen",create_topic,success,21600
55,"carrie56",create_topic,success,7200
51,"joelrosario",create_topic,success,7200
2,"meghanclark",delete_topic,success,21600
34,"saralopez",delete_topic,success,12960
58,"wallaceanthony",delete_topic,success,5760
40,"laurenbrown",delete_topic,success,11520
44,"aaronlopez",delete_topic,success,10080
23,"william40",create_message,success,15840
16,"qwood",create_message,success,17280
66,"hollylewis",create_message,success,2880
81,"rachel83",registration,success,0
82,"bethany19",registration,success,0
83,"rhopkins",registration,success,0
84,"kathyhardy",registration,success,0
85,"matthewsmith",registration,success,0
82,"bethany19",login,success,0
65,"zmartin",login,success,5760
17,"christopherbradley",login,success,18720
80,"hartfrank",login,success,1440
85,"matthewsmith",login,success,0
16,"qwood",logout,success,18720
24,"morseanita",logout,success,17280
2,"meghanclark",logout,success,23040
29,"nicolesullivan",logout,success,15840
32,"robert01",logout,success,14400
53,"jessica89",create_topic,success,8640
78,"dwaynehaynes",create_topic,success,1440
49,"kmosley",delete_topic,success,10080
35,"qrodriguez",delete_topic,success,14400
13,"martineznicholas",delete_topic,success,20160
13,"martineznicholas",delete_topic,success,20160
77,"garciachris",delete_topic,success,1440
4,"xallen",create_message,success,23040
55,"carrie56",create_message,success,8640
75,"hutchinsonlaura",create_message,success,2880
86,"jeffreyfischer",registration,success,0
87,"fdavis",registration,success,0
88,"gordonkemp",registration,success,0
89,"kristin20",registration,success,0
90,"sandersalicia",registration,success,0
9,"uwillis",login,success,23040
23,"william40",login,success,18720
88,"gordonkemp",login,success,0
22,"ramosbarbara",login,success,18720
32,"robert01",login,success,15840
37,"michelecruz",logout,success,14400
29,"nicolesullivan",logout,success,17280
72,"smithanne",logout,success,4320
88,"gordonkemp",logout,success,0
2,"meghanclark",logout,success,24480
66,"hollylewis",create_topic,success,5760
45,"crawfordbrianna",create_topic,success,12960
75,"hutchinsonlaura",create_topic,success,4320
73,"bartletttraci",create_topic,success,4320
48,"dwaynepena",create_topic,success,11520
86,"jeffreyfischer",create_topic,success,0
12,"martinezapril",delete_topic,success,21600
12,"martinezapril",delete_topic,success,21600
58,"wallaceanthony",delete_topic,success,8640
28,"lreynolds",delete_topic,success,17280
23,"william40",delete_topic,success,18720
89,"kristin20",create_message,success,0
62,"morrisdanielle",create_message,success,7200
47,"curtisjoseph",create_message,success,11520
91,"amberyoung",registration,success,0
92,"jonesjoseph",registration,success,0
93,"angela61",registration,success,0
94,"gsullivan",registration,success,0
95,"adrian81",registration,success,0
2,"meghanclark",login,success,25920
90,"sandersalicia",login,success,1440
32,"robert01",login,success,17280
87,"fdavis",login,success,1440
82,"bethany19",login,success,2880
63,"dillonjoshua",logout,success,8640
64,"andersonbryan",logout,success,8640
81,"rachel83",logout,success,2880
16,"qwood",logout,success,21600
42,"gmunoz",logout,success,14400
17,"christopherbradley",create_topic,success,21600
17,"christopherbradley",create_topic,success,21600
77,"garciachris",create_topic,success,4320
51,"joelrosario",delete_topic,success,11520
56,"thomasdebra",delete_topic,success,10080
92,"jonesjoseph",delete_topic,success,0
15,"steven69",delete_topic,success,23040
94,"gsullivan",delete_topic,success,0
37,"michelecruz",create_message,success,15840
13,"martineznicholas",create_message,success,23040
96,"martha52",registration,success,0
97,"qperez",registration,success,0
98,"qwilkinson",registration,success,0
99,"garciaisaac",registration,success,0
100,"williamscurtis",registration,success,0
26,"williamsjason",login,success,20160
31,"tuckercrystal",login,success,18720
76,"elizabeth13",login,success,5760
27,"harperbarry",login,success,20160
81,"rachel83",login,success,4320
51,"joelrosario",logout,success,12960
29,"nicolesullivan",logout,success,20160
9,"uwillis",logout,success,25920
96,"martha52",logout,success,0
96,"martha52",logout,success,0
27,"harperbarry",create_topic,success,20160
78,"dwaynehaynes",create_topic,success,5760
65,"zmartin",create_topic,success,10080
17,"christopherbradley",create_topic,success,23040
69,"hernandezdonna",create_topic,success,8640
49,"kmosley",delete_topic,success,14400
41,"francisvaldez",delete_topic,success,15840
25,"james97",delete_topic,success,21600
8,"cookstephen",delete_topic,success,25920
40,"laurenbrown",delete_topic,success,17280
92,"jonesjoseph",create_message,success,1440
87,"fdavis",create_message,success,2880
53,"jessica89",create_message,success,12960
101,"scottwood",registration,success,0
102,"martinrachel",registration,success,0
103,"olsonwilliam",registration,success,0
104,"ianarnold",registration,success,0
105,"darlene28",registration,success,0
6,"melissa61",login,success,27360
13,"martineznicholas",login,success,25920
63,"dillonjoshua",login,success,11520
86,"jeffreyfischer",login,success,4320
23,"william40",login,success,23040
78,"dwaynehaynes",logout,success,7200
12,"martinezapril",logout,success,25920
73,"bartletttraci",logout,success,8640
12,"martinezapril",logout,success,25920
72,"smithanne",logout,success,8640
42,"gmunoz",create_topic,success,17280
72,"smithanne",delete_topic,success,8640
68,"angela45",delete_topic,success,10080
19,"vsilva",delete_topic,success,24480
7,"kdavenport",delete_topic,success,27360
84,"kathyhardy",delete_topic,success,5760
80,"hartfrank",create_message,success,7200
81,"rachel83",create_message,success,5760
106,"john44",registration,success,0
107,"wilsonjoshua",registration,success,0
108,"hannahmeyer",registration,success,0
109,"hallmargaret",registration,success,0
110,"robertcarpenter",registration,success,0
41,"francisvaldez",login,success,18720
110,"robertcarpenter",login,success,0
47,"curtisjoseph",login,success,17280
31,"tuckercrystal",login,success,21600
13,"martineznicholas",login,success,27360
68,"angela45",logout,success,11520
26,"williamsjason",logout,success,23040
54,"hflores",logout,success,15840
48,"dwaynepena",logout,success,17280
11,"amy54",logout,success,27360
98,"qwilkinson",create_topic,success,2880
10,"whitejuan",create_topic,success,28800
82,"bethany19",create_topic,success,7200
110,"robertcarpenter",delete_topic,success,0
95,"adrian81",delete_topic,success,4320
25,"james97",delete_topic,success,24480
43,"mitchellsandra",delete_topic,success,18720
40,"laurenbrown",delete_topic,success,20160
56,"thomasdebra",create_message,success,14400
50,"susanlopez",create_message,success,17280
111,"clarksarah",registration,success,0
112,"karenwatson",registration,success,0
113,"daymicheal",registration,success,0
114,"stephenssamantha",registration,success,0
115,"robertstone",registration,success,0
112,"karenwatson",login,success,0
13,"martineznicholas",login,success,28800
2,"meghanclark",login,success,31680
102,"martinrachel",login,success,2880
73,"bartletttraci",login,success,11520
103,"olsonwilliam",logout,success,2880
78,"dwaynehaynes",logout,success,10080
7,"kdavenport",logout,success,30240
54,"hflores",logout,success,17280
50,"susanlopez",logout,success,18720
109,"hallmargaret",create_topic,success,1440
55,"carrie56",create_topic,success,17280
45,"crawfordbrianna",create_topic,success,20160
32,"robert01",create_topic,success,23040
32,"robert01",create_topic,success,23040
21,"sarahrichardson",create_topic,success,25920
6,"melissa61",delete_topic,success,30240
73,"bartletttraci",delete_topic,success,11520
115,"robertstone",delete_topic,success,0
114,"stephenssamantha",delete_topic,success,0
14,"martinbailey",delete_topic,success,28800
22,"ramosbarbara",create_message,success,25920
104,"ianarnold",create_message,success,2880
114,"stephenssamantha",create_message,success,0
116,"smorris",registration,success,0
117,"ychandler",registration,success,0
118,"matthewcurtis",registration,success,0
119,"ronald49",registration,success,0
120,"yphillips",registration,success,0
34,"saralopez",login,success,24480
31,"tuckercrystal",login,success,24480
48,"dwaynepena",login,success,20160
114,"stephenssamantha",login,success,1440
108,"hannahmeyer",login,success,2880
23,"william40",logout,success,27360
24,"morseanita",logout,success,27360
92,"jonesjoseph",logout,success,7200
29,"nicolesullivan",logout,success,25920
6,"melissa61",logout,success,31680
118,"matthewcurtis",create_topic,success,0
81,"rachel83",create_topic,success,10080
79,"crystal23",create_topic,success,11520
5,"ffigueroa",delete_topic,success,33120
61,"garciakatelyn",delete_topic,success,15840
33,"john22",delete_topic,success,24480
89,"kristin20",delete_topic,success,8640
46,"fowlerpaul",delete_topic,success,20160
49,"kmosley",create_message,success,20160
97,"qperez",create_message,success,5760
98,"qwilkinson",create_message,success,5760
121,"ismith",registration,success,0
122,"nicholas21",registration,success,0
123,"oscar97",registration,success,0
124,"jessebuck",registration,success,0
125,"katielopez",registration,success,0
8,"cookstephen",login,success,33120
87,"fdavis",login,success,10080
89,"kristin20",login,success,10080
113,"daymicheal",login,success,2880
45,"crawfordbrianna",login,success,23040
1,"edwardspaul",logout,success,34560
47,"curtisjoseph",logout,success,21600
54,"hflores",logout,success,20160
100,"williamscurtis",logout,success,7200
75,"hutchinsonlaura",logout,success,14400
100,"williamscurtis",create_topic,success,7200
115,"robertstone",create_topic,success,2880
110,"robertcarpenter",create_topic,success,4320
36,"dennisbullock",create_topic,success,24480
46,"fowlerpaul",create_topic,success,21600
23,"william40",delete_topic,success,28800
14,"martinbailey",delete_topic,success,31680
89,"kristin20",delete_topic,success,10080
11,"amy54",delete_topic,success,31680
53,"jessica89",delete_topic,success,20160
9,"uwillis",create_message,success,33120
59,"hernandezethan",create_message,success,18720
126,"paulzamora",registration,success,0
127,"emorrison",registration,success,0
128,"bmarshall",registration,success,0
129,"aobrien",registration,success,0
130,"oconnellelizabeth",registration,success,0
42,"gmunoz",login,success,24480
20,"uharrington",login,success,31680
54,"hflores",login,success,21600
49,"kmosley",login,success,23040
57,"hendrickskristen",login,success,20160
97,"qperez",logout,success,8640
74,"preynolds",logout,success,15840
101,"scottwood",logout,success,7200
82,"bethany19",logout,success,12960
89,"kristin20",logout,success,11520
2,"meghanclark",create_topic,success,36000
94,"gsullivan",create_topic,success,10080
33,"john22",delete_topic,success,27360
90,"sandersalicia",delete_topic,success,11520
101,"scottwood",delete_topic,success,7200
41,"francisvaldez",delete_topic,success,24480
118,"matthewcurtis",delete_topic,success,2880
23,"william40",create_message,success,30240
119,"ronald49",create_message,success,2880
11,"amy54",create_message,success,33120
34,"saralopez",create_message,success,27360
131,"daisypreston",registration,success,0
132,"preston78",registration,success,0
133,"angela35",registration,success,0
134,"michelle93",registration,success,0
135,"lisacoleman",registration,success,0
110,"robertcarpenter",login,success,7200
103,"olsonwilliam",login,success,8640
62,"morrisdanielle",login,success,20160
24,"morseanita",login,success,31680
39,"tsimmons",login,success,27360
28,"lreynolds",logout,success,30240
99,"garciaisaac",logout,success,10080
56,"thomasdebra",logout,success,21600
45,"crawfordbrianna",logout,success,25920
65,"zmartin",logout,success,20160
126,"paulzamora",create_topic,success,1440
51,"joelrosario",create_topic,success,23040
95,"adrian81",create_topic,success,11520
53,"jessica89",create_topic,success,23040
100,"williamscurtis",delete_topic,success,10080
32,"robert01",delete_topic,success,28800
85,"matthewsmith",delete_topic,success,14400
103,"olsonwilliam",delete_topic,success,8640
1,"edwardspaul",delete_topic,success,37440
31,"tuckercrystal",create_message,success,28800
136,"xwilliams",registration,success,0
137,"fitzgeraldmary",registration,success,0
138,"ygreer",registration,success,0
139,"tonya73",registration,success,0
140,"brian14",registration,success,0
124,"jessebuck",login,success,4320
4,"xallen",login,success,38880
124,"jessebuck",login,success,4320
125,"katielopez",login,success,4320
138,"ygreer",login,success,0
31,"tuckercrystal",logout,success,30240
94,"gsullivan",logout,success,12960
43,"mitchellsandra",logout,success,27360
29,"nicolesullivan",logout,success,31680
92,"jonesjoseph",logout,success,12960
6,"melissa61",create_topic,success,37440
66,"hollylewis",create_topic,success,20160
30,"ysoto",create_topic,success,31680
99,"garciaisaac",create_topic,success,11520
29,"nicolesullivan",create_topic,success,31680
21,"sarahrichardson",create_topic,success,33120
98,"qwilkinson",delete_topic,success,11520
82,"bethany19",delete_topic,success,15840
41,"francisvaldez",delete_topic,success,27360
113,"daymicheal",delete_topic,success,7200
130,"oconnellelizabeth",delete_topic,success,2880
137,"fitzgeraldmary",create_message,success,0
45,"crawfordbrianna",create_message,success,27360
77,"garciachris",create_message,success,17280
141,"alberthale",registration,success,0
142,"ronaldjacobs",registration,success,0
143,"ncruz",registration,success,0
144,"mcdanielkelly",registration,success,0
145,"james94",registration,success,0
76,"elizabeth13",login,success,18720
49,"kmosley",login,success,27360
41,"francisvaldez",login,success,28800
48,"dwaynepena",login,success,27360
68,"angela45",login,success,21600
114,"stephenssamantha",logout,success,8640
51,"joelrosario",logout,success,25920
50,"susanlopez",logout,success,27360
49,"kmosley",logout,success,27360
129,"aobrien",logout,success,4320
84,"kathyhardy",create_topic,success,17280
7,"kdavenport",create_topic,success,38880
49,"kmosley",create_topic,success,27360
30,"ysoto",create_topic,success,33120
144,"mcdanielkelly",delete_topic,success,0
31,"tuckercrystal",delete_topic,success,31680
56,"thomasdebra",delete_topic,success,24480
82,"bethany19",delete_topic,success,17280
63,"dillonjoshua",delete_topic,success,23040
107,"wilsonjoshua",create_message,success,10080
119,"ronald49",create_message,success,7200
125,"katielopez",create_message,success,5760
146,"stephanieortiz",registration,success,0
147,"john48",registration,success,0
148,"wvazquez",registration,success,0
149,"makaylamartinez",registration,success,0
150,"smartin",registration,success,0
35,"qrodriguez",login,success,33120
89,"kristin20",login,success,17280
124,"jessebuck",login,success,7200
1,"edwardspaul",login,success,41760
145,"james94",login,success,1440
94,"gsullivan",logout,success,15840
75,"hutchinsonlaura",logout,success,21600
35,"qrodriguez",logout,success,33120
99,"garciaisaac",logout,success,14400
20,"uharrington",logout,success,37440
18,"margaret49",create_topic,success,37440
92,"jonesjoseph",create_topic,success,15840
26,"williamsjason",create_topic,success,34560
49,"kmosley",create_topic,success,28800
86,"jeffreyfischer",create_topic,success,17280
127,"emorrison",delete_topic,success,5760
70,"pwhite",delete_topic,success,23040
100,"williamscurtis",delete_topic,success,14400
4,"xallen",delete_topic,success,41760
30,"ysoto",delete_topic,success,34560
148,"wvazquez",create_message,success,0
24,"morseanita",create_message,success,36000
151,"ginadean",registration,success,0
152,"kylemelton",registration,success,0
153,"michael32",registration,success,0
154,"douglaschen",registration,success,0
155,"stokesheather",registration,success,0
43,"mitchellsandra",login,success,31680
62,"morrisdanielle",login,success,25920
60,"madison28",login,success,27360
86,"jeffreyfischer",login,success,18720
